,Biomass [MWh],Hydropower [MWh],Wind offshore [MWh],Wind onshore [MWh],Photovoltaics [MWh],Other renewable [MWh],Nuclear [MWh],Lignite [MWh],Hard coal [MWh],Fossil gas [MWh],Hydro pumped storage [MWh],Other conventional [MWh]
2021-02-16 04:00:00,4539.75,1609.75,1894,9327.75,0,223.0,7897.75,12024.75,3509.25,8491.25,192.5,1410.75
2021-02-16 05:00:00,4542,1623,1965.75,9236.75,0,223.0,8073,12954.25,3778.75,8858.25,609,1422.75
2021-02-16 06:00:00,4610.25,1541,1834.75,9381.75,0,222.5,8151.75,14467.25,5375.75,9828.75,2317.75,1416
2021-02-16 07:00:00,4711.5,1549,3423,9206,70.25,222.0,8146,15743.25,6531.5,10210,2263.25,1418.5
2021-02-16 08:00:00,4763.75,1567.25,3480,8887.5,531.5,221.25,8137,15849.25,6899,10214.25,3852,1429.75
2021-02-16 09:00:00,4730.25,1572,3671,9010.75,1745,221.25,8134,15839.25,6816.5,10465,3746.75,1426.75
2021-02-16 10:00:00,4686.25,1560.5,4713.75,8804.5,3742,220.75,8125.25,15779.5,6675.5,10516.25,2712,1427
2021-02-16 11:00:00,4674.5,1598.75,4964,8374.5,6017.25,218.75,8116.75,15772.75,6686,10641,948.25,1405
2021-02-16 12:00:00,4625.75,1589.25,4932.5,8476.75,7725,219.0,8103.5,15777.75,6702.5,10737.75,973.5,1411.75
2021-02-16 13:00:00,4613.75,1588.5,5147.75,8691.75,8117.5,219.0,8093.25,15663,6433.5,10503.25,331.75,1418.5
2021-02-16 14:00:00,4610.75,1613.5,5543.25,9700.25,6449.5,217.5,8099.75,15552.75,6104,10613.25,186.5,1427.25
2021-02-16 15:00:00,4603.75,1616.75,5439.5,11063,3888,217.0,8053,15446,5761,10488,473.5,1418
2021-02-16 16:00:00,4666.75,1637.75,5611,12397.5,1688.5,217.25,8052.5,15414,5608.25,10394,647,1416
2021-02-16 17:00:00,4694.75,1721,5417.75,13879.5,212.75,216.75,8105.75,15378.5,5654.75,10511.25,1888.75,1429.75
2021-02-16 18:00:00,4714,1771.25,5615.5,16111,0,217.5,8102.25,15503.25,5725.25,10374.25,2666.75,1424.75
2021-02-16 19:00:00,4731.5,1645.5,5384.25,18410.25,0,218.0,7931.25,15469.25,5697.25,10028.5,1072.75,1421
2021-02-16 20:00:00,4658.5,1631.25,4801.25,19490.25,0,218.0,7880.25,15232.75,5465.75,9752.5,695.5,1435.5
2021-02-16 21:00:00,4623.75,1609.5,4657.25,20619.25,0,219.0,7836.25,14148.5,5162.75,8662,320.5,1456.25
2021-02-16 22:00:00,4579.75,1654,4273.5,21244,0,219.5,7827,13189,4342.5,7342,460.25,1461.5
2021-02-16 23:00:00,4588,1643.75,4179.25,22284.25,0,219.25,7757.75,11936.25,3858.5,6475,209.25,1462
2021-02-17 00:00:00,4547.25,1667.5,4823,23598,0,218.25,7899.75,10437,3179,5868.25,211.25,1419.25
2021-02-17 01:00:00,4498.25,1703.25,5709.75,24975.75,0,218.0,7987.75,8670,3018.75,5638.75,70.75,1419.5
2021-02-17 02:00:00,4497,1695.5,5772,25623.5,0,218.0,7825.25,8057.25,2792.5,5551,46,1419.5
2021-02-17 03:00:00,4483.75,1701.5,5317.25,26799.5,0,194.5,7969.25,7858,2824.5,5315.5,83.25,1352.75
2021-02-17 04:00:00,4493,1719.5,4883.5,27315.5,0,201.25,8020.25,7980.5,2832.75,5489.25,66.25,1356.5
2021-02-17 05:00:00,4502.25,1712.75,4561.75,27192.5,0,203.75,7973,8401.5,3043,5961.75,72.25,1382
2021-02-17 06:00:00,4560.75,1710.25,4548.5,27625.5,0,213.5,8000.25,9606.75,3392.25,7162.75,128.25,1408.25
2021-02-17 07:00:00,4676,1609.25,4221.25,27235.75,100.25,213.75,8084.5,11748.5,3873.5,8179.5,1237.75,1415.5
2021-02-17 08:00:00,4707.25,1596.25,3942,25471.5,1506.25,213.0,8083.5,13347.75,4268.75,8440.5,1681,1429.5
2021-02-17 09:00:00,4721.25,1596,3304.75,24035,4418.5,215.5,8089,13606.25,4377.75,8452.25,2159.5,1429.75
2021-02-17 10:00:00,4692.75,1648.5,4164.5,22941.25,7486,217.5,8052.5,13002.25,3878.5,8191.75,547.75,1422.75
2021-02-17 11:00:00,4682.25,1630.25,4749.25,21684.25,9769.75,216.25,8089,12388,3566.5,7984.5,338.25,1432.25
2021-02-17 12:00:00,4652.5,1620,5502.5,20940.75,10611.5,214.0,8086.5,11587.5,3639,8041.75,258,1423.25
2021-02-17 13:00:00,4634.75,1615.5,5710.75,19675,10052.25,214.5,8091.75,11020.75,3626.75,7831.75,237,1422.25
2021-02-17 14:00:00,4628,1644,5853.5,17585.5,8435.25,216.25,8093.25,11175.5,3618.75,8125.25,379.5,1414.5
2021-02-17 15:00:00,4646,1651.75,5688.5,15228,5925.5,216.0,8089,11953.25,3816.5,8717.75,432,1439
2021-02-17 16:00:00,4704.75,1612,5939.75,13184.5,2640.25,216.75,8098.25,13396,4345.25,8869,1193.5,1417.75
2021-02-17 17:00:00,4785.5,1628.5,6129,12507.25,252,219.0,8096.75,13983.75,4985.75,9048.25,1759.25,1421
2021-02-17 18:00:00,4786,1651.25,6039.75,13140,0,221.5,8096.75,14125.75,5213.25,9217,3270.5,1423.75
2021-02-17 19:00:00,4767.5,1626.5,6045.25,13683.75,0,222.25,8096.25,14157.25,5238,9168.25,2730,1423
2021-02-17 20:00:00,4708,1621.75,5850,13705.25,0,222.5,8097.5,13685,4889.75,8941.75,471.75,1410.25
2021-02-17 21:00:00,4652,1626.5,5716.25,13891.75,0,223.0,8093,12397.5,3988,8586.25,309,1419.5
2021-02-17 22:00:00,4616.75,1659.5,5641.5,12915,0,223.5,8101.25,11946.75,3473.5,8298.25,479.75,1465
2021-02-17 23:00:00,4592.5,1681.75,5810,12245.5,0,222.25,8100,10459,2866,7931.5,237.5,1479
2021-02-18 00:00:00,4562.25,1682,5833.25,11526.5,0,222.25,8096,10328.25,2343.5,7406,379,1504.75
2021-02-18 01:00:00,4544.25,1624.25,6017.5,11205.75,0,222.25,8096.75,10114.5,2272,7160.5,284.5,1482.25
2021-02-18 02:00:00,4530.25,1621.5,6082.5,10772.75,0,222.0,8109.5,9630.25,2261.25,6926.75,317.75,1500
2021-02-18 03:00:00,4530.5,1617.75,6136.25,10292.75,0,223.0,8114.75,9286,2264.75,6660.25,671.75,1497.75
2021-02-18 04:00:00,4546,1601,6045.75,10171.5,0,222.5,8108,9747.25,2311.75,6741,360.5,1476
2021-02-18 05:00:00,4585,1600.75,6063.5,10646.75,0,224.0,8109,10059,2500.75,7117.5,185,1495.5
2021-02-18 06:00:00,4660,1633.25,6170.25,12020.5,0,223.25,8064,11500,3288.25,7762.5,1846.25,1499.75
2021-02-18 07:00:00,4772.25,1626.75,6062.25,12826.5,318.75,222.75,8018.75,12526,3683.75,8256.75,1671,1488.5
2021-02-18 08:00:00,4787.5,1625.25,5882,13598.75,3563.75,222.0,8040,12437.25,3740.5,8411.5,2182.5,1498.75
2021-02-18 09:00:00,4490,1598.5,6073.5,13798.75,8547.25,221.0,8057.75,12389.5,3484.25,8270.5,1125,1483.5
2021-02-18 10:00:00,4466.5,1587.5,6348.25,12843.5,13410.5,220.5,8040.75,12030,3165.75,7807.75,818.25,1489.75
2021-02-18 11:00:00,4440.25,1588.5,6448,12034.25,16754.75,219.25,8039.5,11933.5,3024,7513,730.5,1493
2021-02-18 12:00:00,4531.75,1595.25,6435,12392,17506.25,216.25,8036.75,11002,3031.75,7350,326.5,1483
2021-02-18 13:00:00,4619.75,1602.75,6515.5,13804.25,15494.5,213.0,8026.25,10171.25,3063.75,7324,648.25,1472.75
2021-02-18 14:00:00,4611.5,1603.5,6335.25,16131.5,11547.75,209.75,8015.25,10348,3049.25,7787.75,807.5,1465.75
2021-02-18 15:00:00,4628.25,1603.5,6436,18842,6550,209.5,8004.5,10604.5,2913.75,7545.25,1008,1471.5
2021-02-18 16:00:00,4695,1586.5,6463.5,22850.5,2394.75,210.5,7804.75,10861,2965.5,7437.75,678.75,1475.5
2021-02-18 17:00:00,4766,1573.5,6184.25,27216.25,189.5,215.75,7699,11075.25,4181.25,7483,2511.75,1482.75
2021-02-18 18:00:00,4821.5,1581.75,5838.25,29823.25,0,219.75,7700.25,10764,5045.75,7726,2171.75,1462
2021-02-18 19:00:00,4720,1609.75,5517,30135.75,0,221.0,7680.5,10360.5,5535.25,7548.25,2556.75,1486.25
2021-02-18 20:00:00,4630.25,1580.5,5406.75,30072,0,221.25,7649.25,9855.25,5775.5,7338,1023.25,1460
2021-02-18 21:00:00,4570.5,1559.5,4225,29354,0,220.25,7578.25,9298.75,5000.75,6956.75,427,1482.25
2021-02-18 22:00:00,4529.25,1558.5,4698.25,27810,0,217.0,7511.75,9245.75,4891,6595.25,504.75,1474.75
2021-02-18 23:00:00,4507.25,1554.75,5226.5,27362.75,0,217.0,7609,8001.75,4392.75,6067.5,125.5,1478
2021-02-19 00:00:00,4459.5,1555,6049.75,25919.75,0,215.5,7558.25,7812.75,3608.75,5460.75,123.5,1489.5
2021-02-19 01:00:00,4440.75,1548,6274,24719.25,0,216.0,7607.75,8011.5,3534.75,5405,197.5,1488
2021-02-19 02:00:00,4390.75,1535,6008.25,24132.75,0,216.0,7623.5,7957.75,3559.5,5319.5,144.5,1484
2021-02-19 03:00:00,4161.25,1521,5975.75,23633.25,0,216.0,7649.5,7519.5,3505,5224,158.75,1480.75
2021-02-19 04:00:00,4154.25,1531,5917.25,23068.5,0,216.75,7634.25,8432,3369.75,5418,120.75,1461.5
2021-02-19 05:00:00,4172.5,1511,5823.5,22155.5,0,219.25,7637.75,9408.25,3522.75,6341.5,184.25,1485.25
2021-02-19 06:00:00,4276.5,1526,5428,21560,0,221.25,7637.5,11068.25,4152.5,7730,1846,1485.25
2021-02-19 07:00:00,4367,1515.75,5289.25,19623.5,231.5,222.0,7516,11894,4696.5,8677.25,2875.75,1446.75
2021-02-19 08:00:00,4483.5,1510.75,5501.75,17083.5,2849,222.0,7424.5,11968.25,5051.75,8972,3647.25,1447.5
2021-02-19 09:00:00,4496.75,1511,5835.25,14253.25,8171.75,222.0,7426,11765.75,5039,9065.75,2097.75,1445
2021-02-19 10:00:00,4484.25,1533.75,5337,12815.25,13285,222.0,7426.25,11553,4417.25,8964.75,1095.25,1455.5
2021-02-19 11:00:00,4413,1524.25,4745.5,11410.75,16622,221.25,7444.5,11867.75,3917,8863.5,197,1471
2021-02-19 12:00:00,4361.25,1488.25,5234.25,10058.75,18381,221.0,7625,11513.5,3376.25,8694,136.75,1499
2021-02-19 13:00:00,4349.75,1479.5,5381.25,9394,18020.75,221.0,7831.75,11039.25,3137.75,8327.75,170.25,1485
2021-02-19 14:00:00,4314,1479.5,5546,8173.25,15591.75,221.0,8027.5,10848.5,2802,8240.5,127.25,1488.25
2021-02-19 15:00:00,4340.75,1470.25,5975.25,6163.25,10612.25,221.0,8089.25,11182.5,2885.5,8495,1717.5,1493.75
2021-02-19 16:00:00,4420.5,1472.75,5936,5137,4305,221.0,8091.25,11736.75,3325,8869,2828.5,1485.75
2021-02-19 17:00:00,4504.75,1444.75,5704.5,6520,446.75,221.0,7682.25,11938,4014.25,9002.75,4914.5,1470.5
2021-02-19 18:00:00,4536,1463,5975.5,9221.5,0,222.25,7532.25,11926.5,4446.5,9037.25,5184.25,1476.5
2021-02-19 19:00:00,4575.75,1464,5940.75,11872.25,0,223.0,7529.5,11776.5,4134.75,8950.75,3184.5,1473.5
2021-02-19 20:00:00,4528.25,1468.25,5781.5,13722.5,0,223.0,7535.25,11022.25,3637.5,8532,729.75,1451.5
2021-02-19 21:00:00,4441.5,1469.5,5687.25,14482.75,0,224.0,7533.25,10100.75,3212,7660.75,1033.5,1466.5
2021-02-19 22:00:00,4356.25,1462,5927.5,14069,0,225.0,7533.25,9969,2717.5,7419,1402.75,1501.75
2021-02-19 23:00:00,4320,1451.5,6067.5,13987.25,0,225.5,7535,9105.75,2477,6294.25,427,1503.5
2021-02-20 00:00:00,4271.75,1447,6017.75,13657.75,0,226.0,7649,7573.5,2031.75,4689.25,236.5,1420
2021-02-20 01:00:00,4255.5,1447.75,5740.5,13448.75,0,226.0,7651.5,6747.5,2019.75,4632.75,390.5,1416
2021-02-20 02:00:00,4263.75,1447.75,5800.5,13363.5,0,225.0,7867,5812,2009.75,4253.75,351.25,1412.25
2021-02-20 03:00:00,4253,1448.5,5925.5,13656.5,0,225.0,7912.25,5315.75,2028.25,4160.5,231.75,1406.25
2021-02-20 04:00:00,4234.25,1445.75,6062.75,14049,0,225.0,7914,5001.5,2020.5,4198.75,88,1401.5
2021-02-20 05:00:00,4252.75,1442.5,6087.5,14466.75,0,225.0,7903.75,4950.5,2085.75,4361.5,65,1409.75
2021-02-20 06:00:00,4307,1449.25,6034.5,15142.75,0.25,224.5,7900.5,5140.75,2081.5,4417,242.75,1405.5
2021-02-20 07:00:00,4394.75,1440.75,6128.25,15327.25,492,225.0,7906,5537,2086.25,4530.5,375.5,1404.75
2021-02-20 08:00:00,4480.25,1436.25,6162.5,15067.75,4748.25,224.0,7885.75,5862.75,2122.75,4416.75,353.25,1401.75
2021-02-20 09:00:00,4477.25,1452,6139.75,13405.75,11367,221.0,8066.25,5721,1923.25,4381.5,573.5,1395.75
2021-02-20 10:00:00,4447.75,1447.25,5935.25,10629.75,17544.25,220.5,8119.25,5024.25,1740.75,4027.5,313.75,1393.75
2021-02-20 11:00:00,4405.25,1462,5590,8416.75,21897.25,219.75,8115.25,5011,1622.75,3961.25,476.75,1401
2021-02-20 12:00:00,4335.75,1465,5433,7985.5,23955.75,217.0,8068.75,4774,1616.25,3950,91.5,1408.25
2021-02-20 13:00:00,4302,1457.25,5422.5,8574.25,22505,213.5,8002.5,4600,1616.75,4194.25,29.25,1402.75
2021-02-20 14:00:00,4288,1445.5,5535,8817.25,18468,201.5,8019.25,4637,1626,4067.25,45.5,1374
2021-02-20 15:00:00,4271.75,1441,5655.25,9167.75,12286,197.0,8055.25,4927.75,1629.75,4135.5,779.75,1362
2021-02-20 16:00:00,4372.25,1427.25,5344.25,10192,5237.5,197.25,8047.5,6506.25,1754.75,4418.5,1724,1407
2021-02-20 17:00:00,4431.75,1421.75,5470,14562.5,621.75,198.25,7833.75,7744,1992.75,4903.75,1873,1427
2021-02-20 18:00:00,4449,1414.25,5590.25,20308,0,199.5,7765.5,7928.5,1955,5172.75,1832.75,1408.25
2021-02-20 19:00:00,4439,1408.25,5681.25,23288,0,204.5,7769.75,7229.5,1883.5,5178,1078,1417
2021-02-20 20:00:00,4370.75,1426.5,5540,23987.5,0,210.75,7782,5354.5,1626.5,4851,354.75,1423.25
2021-02-20 21:00:00,4345.75,1467,5587.25,24224.5,0,211.75,7787.25,4693.25,1568,4689,199.75,1428.25
2021-02-20 22:00:00,4281.5,1420.75,6000.75,23295,0,212.25,7766.75,4655.25,1582.25,4432.75,245.25,1421
2021-02-20 23:00:00,4236.75,1427.25,6342.75,22920.25,0,212.25,7706.25,4671.75,1678,4322.75,76.25,1437.25
2021-02-21 00:00:00,4194.25,1454.5,6268.75,22231.25,0,187.5,7726.75,4325.25,1759.25,3202,33.75,1340
2021-02-21 01:00:00,4178.75,1487,6171,21501.75,0,182.25,7697.75,4216,1892.5,3197.5,98.5,1328.75
2021-02-21 02:00:00,4188.75,1491.5,6169.25,20644.25,0,178.0,7754.5,4184.5,1853.25,3194.5,79.5,1309.5
2021-02-21 03:00:00,4182,1502,6206.25,19662.25,0,178.25,7769,4186.75,1743.75,3182,201.25,1300.75
2021-02-21 04:00:00,4199.25,1490.25,6136,18089.75,0,177.0,7771.5,4216.5,1745.75,3226.5,86.75,1305.5
2021-02-21 05:00:00,4239,1512.5,6158,17174.25,0,176.5,7887.75,4279.25,1797.25,3463.5,135.75,1314.5
2021-02-21 06:00:00,4269.25,1491.25,5977.75,17209.25,0.25,186.25,7969.5,4266.75,1616.75,3531.75,99.5,1310.75
2021-02-21 07:00:00,4336.25,1492,5579.5,16831.5,610.25,211.75,7978,4382.25,1594.25,3785.25,208.25,1374
2021-02-21 08:00:00,4405.5,1488,5011,15083.75,5472,222.0,8104.75,4455.75,1579.5,4105.75,181,1396.75
2021-02-21 09:00:00,4406.75,1511.25,4416,11879,13010.75,220.75,8112.75,4408.5,1584.5,4311,387.75,1407
2021-02-21 10:00:00,4416.5,1450.75,3686.5,7490.75,19329.25,219.5,8124.75,4510.5,1636.25,4167.25,960,1397.5
2021-02-21 11:00:00,4389.75,1440.25,3399.75,5014.25,23272.25,214.5,8085.75,5045.25,1874.25,4274.25,139,1404.75
2021-02-21 12:00:00,4310,1431.75,3159.25,4370.25,24910.5,203.5,8056.25,4663.5,1657,4237.75,67.75,1401.5
2021-02-21 13:00:00,4269.25,1483.75,2373.5,3982.25,24078.5,195.75,7700.25,4498,1619.75,4078.25,64.5,1401
2021-02-21 14:00:00,4253.25,1510.75,1707.5,3776.75,20671.75,192.5,7600.25,4827.75,1612,4103.25,38,1392.25
2021-02-21 15:00:00,4224.5,1494,1324,3990.5,14650.25,189.0,7597.25,5650.25,1629.5,4278,336.5,1379.25
2021-02-21 16:00:00,4333.25,1520,934.5,5192.25,6743.5,189.5,7938,7622.5,1910.75,5044.5,1391,1378.75
2021-02-21 17:00:00,4407.25,1482.75,713.5,7451.5,814.25,186.5,8010.75,9335.75,2469.25,5994.25,3171.25,1410.5
2021-02-21 18:00:00,4461.25,1480.75,654,10212.5,0,187.5,8061.5,10149.75,2916,6242.25,4921,1418.5
2021-02-21 19:00:00,4457.25,1484.25,684,11634,0,197.0,8076.5,10407.25,2953.5,6344.5,4205.75,1433.75
2021-02-21 20:00:00,4400.5,1498.5,644,12150.5,0,202.25,8087.75,10576.5,2624.75,6103.5,1122.25,1444.25
2021-02-21 21:00:00,4359.25,1477.25,896.75,12142.5,0,205.0,8085.75,10218.5,2433.25,6164.5,842.75,1460.5
2021-02-21 22:00:00,4311.25,1459,1292.5,11825.75,0,206.0,8091.25,9988.25,2181.5,6050.25,401,1460.25
2021-02-21 23:00:00,4265.25,1430.5,1545,11857.5,0,206.0,8083.75,9340.5,2132.75,5969,267,1458
2021-02-22 00:00:00,4193.5,1400.25,1438.5,11615.25,0,206.75,8069.75,8404,2046.75,5612.25,177,1447.25
2021-02-22 01:00:00,4164.25,1379,1514,11681.75,0,212.5,8088.5,8300.75,2021.75,5676.75,102.75,1451.5
2021-02-22 02:00:00,4170.25,1370.75,1888.5,11842.25,0,219.5,8054.5,7970,2259.5,5557,64.25,1459.25
2021-02-22 03:00:00,4182,1369.25,2101.75,11601.75,0,226.0,8091,7967.75,2319.5,5778.75,72.25,1460.75
2021-02-22 04:00:00,4190.75,1366.5,2259.5,11828,0,226.0,8104,8364.75,2423,6307.25,67.25,1483.75
2021-02-22 05:00:00,4220,1368.5,2586.75,12097.75,0,225.0,8103.25,9282.25,2721.5,7056.75,334,1482
2021-02-22 06:00:00,4316.5,1396,2780.5,12250.5,0.75,224.75,8095.5,10741,3596.25,8306.75,1799,1486.5
2021-02-22 07:00:00,4416,1462.5,2622,12361.5,599,224.75,8101.25,10958.5,4324.25,9457.75,2526,1485
2021-02-22 08:00:00,4469.5,1439.5,2716.5,11375.75,4748.25,223.25,8111.75,11022.5,4477.25,9523.75,1788.75,1487.75
2021-02-22 09:00:00,4445,1388.5,3159,10078,10553.25,222.25,8107.5,11159.5,4182.5,9778.75,975.75,1487.25
2021-02-22 10:00:00,4415.25,1390.75,4384.75,8270.5,15561,221.0,8099.5,10664,3886,9749.75,607.75,1464.25
2021-02-22 11:00:00,4376.75,1405.25,4619.5,6485,19471,219.5,8090.5,10574.25,3825.25,9489.75,556.75,1470.5
2021-02-22 12:00:00,4317.25,1385,4620.5,5841.75,21477.5,213.5,8079.75,10426.5,3871.75,9305.25,391.25,1462.75
2021-02-22 13:00:00,4296.25,1376,4461.75,5345,20730,204.0,8077.5,10434.25,3582,9112,154,1426
2021-02-22 14:00:00,4291.5,1385.25,4727.75,5244.75,17196.5,193.75,8070.5,10497.75,3760.75,9096.25,260.25,1279.5
2021-02-22 15:00:00,4310.25,1390.75,5056.5,5383.25,11411.25,188.25,8048.5,11125,4377,9297.75,1270.25,1219.5
2021-02-22 16:00:00,4386,1416,5246,5644.75,4875.5,190.0,8046,11188.25,4924.75,9577.75,1459.25,1411.25
2021-02-22 17:00:00,4461.75,1395,5093.75,7230.25,602.25,210.25,8043.5,11304,5338.25,9992,3153.75,1459.25
2021-02-22 18:00:00,4497.5,1436.25,5254.25,9848.75,0,217.0,8047.5,11390.5,5475.5,10155.5,3387.25,1464
2021-02-22 19:00:00,4500.75,1420.75,5811.25,12352.5,0,220.75,8053.5,11276,5409.5,10041,1756.25,1460.5
2021-02-22 20:00:00,4423.25,1407.25,5662,13588.25,0,217.75,8057.75,10890.75,4976.25,9773,458,1465
2021-02-22 21:00:00,4246.75,1472.25,5495.75,14181.5,0,217.25,8061.5,10370.5,4144.5,9325.75,360.75,1456.25
2021-02-22 22:00:00,4016,1468.5,5487.75,14577,0,210.75,8068.5,10289.75,3714.25,8873.75,727,1448.75
2021-02-22 23:00:00,3999,1441,5218.75,14866.5,0,210.5,8068,9878.25,3443,7861.25,113.5,1466.75
2021-02-23 00:00:00,3920.5,1469.75,3996.5,14580,0,210.0,8082.25,9561.5,2812,6778,770.25,1472.75
2021-02-23 01:00:00,3950,1454.5,3125.5,13744.5,0,210.0,8083.25,9222.25,2812.25,6521,468,1474.5
2021-02-23 02:00:00,3919,1437.5,2253.5,12751,0,210.0,8085.25,8842,2561.5,6239.25,104,1475
2021-02-23 03:00:00,3914.25,1519.75,1879.5,12467.25,0,210.75,8090,8825.25,2511.75,6044.25,69.5,1469.25
2021-02-23 04:00:00,3936.75,1442.5,1748.5,12473.75,0,214.0,8093.25,8835.5,2529,6140.25,82,1473
2021-02-23 05:00:00,4211,1501.25,2110,12031,0,216.0,8095.25,9094.5,2943.5,6791.25,583,1494
2021-02-23 06:00:00,4321.75,1438,2787.25,13082.25,1,221.25,8099.25,10654.5,3731.25,7418,2091.75,1484.5
2021-02-23 07:00:00,4480,1441.25,3637.25,13537.25,678.25,219.0,8102.5,11037.75,3998.25,7757.75,1623.25,1505.25
2021-02-23 08:00:00,4490.25,1429.75,4465,13606.75,4477.75,217.0,8008,11157.5,3917.75,7886.75,2562.5,1488
2021-02-23 09:00:00,4466,1460.75,5043,12283.25,9948,216.0,7998,11052.25,3348.5,8047.25,861.75,1498
2021-02-23 10:00:00,4419.75,1453.25,5238,9928.75,15653.25,215.0,7989,10537,2847,7829,471.75,1489.25
2021-02-23 11:00:00,4371.75,1458.75,5025.5,9062.5,19549.5,206.5,7976,9561,2644.5,7448.25,233.75,1460
2021-02-23 12:00:00,4303.75,1465,4623,9655,21203.25,193.0,8015,8110.25,2514.25,6747,29.5,1394
2021-02-23 13:00:00,4293.5,1466,4530,10305.5,20566.75,181.5,8051.5,7497,2457,6060.5,126.5,1377
2021-02-23 14:00:00,4277.5,1464.75,4586,10852.25,17486.25,170.0,8036.25,7681.5,2444.25,6114,124,1324.75
2021-02-23 15:00:00,4269.75,1473.25,4864.5,9929.75,12007.75,163.0,8030.5,8357.5,2615.75,6924.5,792.5,1420
2021-02-23 16:00:00,4348.5,1481.5,4792.75,9242,5362.25,164.5,8021.5,10177.75,3141.25,8044.5,2278.5,1419
2021-02-23 17:00:00,4441.75,1485,5038.25,10037.25,769,179.25,8024.5,11149.25,3730.25,8898,3308.75,1449.75
2021-02-23 18:00:00,4494,1504.75,5390,12427,0,196.75,8027.75,11308.5,3806,9524,4228.25,1489.5
2021-02-23 19:00:00,4487.25,1491.25,5528.5,14767.25,0,205.75,8031.25,11242.5,3754.5,9456.5,2478.75,1505.5
2021-02-23 20:00:00,4433.75,1468.5,5482.25,17361.25,0,205.75,8008.75,10940.25,3257.25,8437.25,993,1507.5
2021-02-23 21:00:00,4337.75,1495.5,5296.25,18674.25,0,197.25,7921.75,9554,2636.75,7412,237.25,1488
2021-02-23 22:00:00,4286.5,1529.75,5204.25,18860,0,190.25,7946.25,8053.25,1923.5,6664,586.25,1475.5
2021-02-23 23:00:00,4246,1511.5,5336.5,19682.75,0,188.25,7924.25,6300.5,1851,5626.75,103,1469.5
2021-02-24 00:00:00,4198,1512.75,5455.5,20423.5,0,172.75,7775,5753.5,1749.75,3880.25,12.25,1428.75
2021-02-24 01:00:00,4191.25,1543.75,5729.5,20620.5,0,169.75,7843.75,5816.25,1732.5,3721,34.5,1431.25
2021-02-24 02:00:00,4199.75,1481.75,6131.75,20185,0,169.0,7634.25,5835.25,1720.5,3588.5,13,1422.75
2021-02-24 03:00:00,4198,1477.75,6311,19453.75,0,169.0,7494,5830.5,1725.5,3574.5,31.5,1413.75
2021-02-24 04:00:00,4197.75,1518.25,6416.5,18386.75,0,169.0,7822,6224.5,1732.25,3579,166.25,1396.25
2021-02-24 05:00:00,4226.25,1541.25,6297.25,18562,0,187.25,8003.75,7062.75,1786.75,3939.5,431.75,1410.5
2021-02-24 06:00:00,4322,1512.75,6146,19259.5,2.25,198.25,7998.5,9071.75,1965.75,5190.25,1580.75,1443.25
2021-02-24 07:00:00,4452,1475.25,5871.75,19893.25,868.5,211.0,7938.25,10885.75,2064,5753.5,2454.75,1466.75
2021-02-24 08:00:00,4488.75,1455.25,5694.25,18700,5604.5,213.0,7812.75,11332.5,2106.25,5948.5,2895.75,1465.75
2021-02-24 09:00:00,4438.5,1450.5,6023.5,15902.5,12446.75,211.75,7811.5,11131.5,1979.25,5923,1167.5,1483.5
2021-02-24 10:00:00,4399,1451.5,6205.25,12460.5,18811.25,199.75,7788.5,9905.75,1914.5,5630.5,463,1470.75
2021-02-24 11:00:00,4358.75,1455.25,6252.75,10882.5,22831.25,176.5,7761.75,9009.5,1936.75,5339.25,180,1438
2021-02-24 12:00:00,4261.75,1457.75,6294.5,10959.25,24214,164.75,7719.5,8317.5,1995.75,5114,28.25,1404.25
2021-02-24 13:00:00,4259,1471.25,6261.5,11486.25,22827.25,163.0,7729,8262,2011.75,4946.75,18.5,1400.25
2021-02-24 14:00:00,4358,1522.5,6157.5,10987.5,18877,163.0,7759.5,8516.25,2013,4839.5,379.5,1406.25
2021-02-24 15:00:00,4498,1499.25,6214,9587.75,12903.25,163.0,7750,10145.5,2168.5,5200.75,1144,1408.5
2021-02-24 16:00:00,4660.25,1539,6636,8574.5,5884.75,163.5,7752,11930.5,2306.75,5908.25,2139.75,1414.25
2021-02-24 17:00:00,4748.25,1483.75,6726.25,9617.5,870.5,164.25,7758.75,11938.75,2408.25,6554.25,4775.25,1406.75
2021-02-24 18:00:00,4756.25,1485.75,6587.25,12551,0.25,165.75,7761.75,11793.5,2486.25,6778.5,5614,1416.75
2021-02-24 19:00:00,4760,1507,6302,14888.75,0,177.5,7761,11530.25,2450,6610.5,3204.75,1426.25
2021-02-24 20:00:00,4700,1550,6307.5,15943.25,0,178.5,7762,11159.75,2282.5,6416.25,2038.5,1440
2021-02-24 21:00:00,4648.75,1530.75,6438.25,16595.5,0,179.0,7763,10908,2108.75,6186.5,730,1426.25
2021-02-24 22:00:00,4601.25,1483.75,6481.75,16070.75,0,171.5,7776.75,10399.5,1894.5,5287.5,588.25,1429.25
2021-02-24 23:00:00,4551,1489,6507.25,15785.25,0,171.25,7775,8955.5,1846,4743,431,1426.25
2021-02-25 00:00:00,4509.25,1472.25,6469.5,16553,0,172.0,7750,8113.75,1931,3948.75,243.75,1406.5
2021-02-25 01:00:00,4499.25,1490.25,6312.75,16283,0,170.25,7780.25,7117.75,2078.5,3844.75,167.25,1423.5
2021-02-25 02:00:00,4512.5,1489.75,6171.25,15862.75,0,172.0,7796.25,6783.25,2120,3823.75,257,1427
