,Biomass [MWh],Hydropower [MWh],Wind offshore [MWh],Wind onshore [MWh],Photovoltaics [MWh],Other renewable [MWh],Nuclear [MWh],Lignite [MWh],Hard coal [MWh],Fossil gas [MWh],Hydro pumped storage [MWh],Other conventional [MWh]
2021-01-01 00:00:00,4597.25,1205,383,3934.5,0,227.0,8144.75,11608.5,3443.75,5649.25,347.25,1638.25
2021-01-01 01:00:00,4584.25,1196.25,394.5,3541.5,0,227.0,8150.25,11602.75,3044.75,5409,518.5,1636.25
2021-01-01 02:00:00,4581.25,1164,305.25,3217,0,227.0,8156.5,11758.5,3067.25,5312,219,1630.5
2021-01-01 03:00:00,4570.75,1179.25,319.25,2787.5,0,227.0,8153.75,12337.5,2852.5,5127,2,1622
2021-01-01 04:00:00,4571,1155,296.25,2492.5,0,231.75,8150.5,12395,2713.25,4993,6,1621.75
2021-01-01 05:00:00,4589.25,1145.5,432,2140.75,0,231.25,8150.25,12699.5,2736.5,5057.5,33.5,1650
2021-01-01 06:00:00,4628.25,1160.5,510.25,2010.75,0,232.75,8154.5,13051,2836.5,5094,89.75,1661.25
2021-01-01 07:00:00,4693,1157.5,389.25,1975,0,232.0,8152.75,12472.5,2952,5169.25,926.25,1661.25
2021-01-01 08:00:00,4766.25,1152.25,359.5,2087.5,194,232.0,8157.5,12435.75,3087.25,5569.25,80.5,1648.5
2021-01-01 09:00:00,4764.75,1163.5,248.25,2123.5,1363.75,231.0,8160,12169.5,3085,6052.5,124.75,1652.25
2021-01-01 10:00:00,4789.5,1158.75,446.75,1920.5,2986.5,231.0,8161.25,11607.75,3057.75,6515.5,96,1663
2021-01-01 11:00:00,4795.5,1159.75,557.5,1627.5,4237.5,231.0,8160.25,11257.25,3044.25,7144.25,119.25,1644
2021-01-01 12:00:00,4738.5,1169.75,668.75,1322.5,4826.75,231.0,8153,10870.5,3186.25,7445.5,372.25,1654.25
2021-01-01 13:00:00,4693.5,1171.25,836.25,1158,4234.25,230.25,8153.5,10875,3150.25,7411.5,266,1660
2021-01-01 14:00:00,4679.25,1166.25,800.25,1244.75,2725,230.25,8154.75,10843,3088,7586.75,271.25,1668
2021-01-01 15:00:00,4692.25,1168,668.25,1564.5,944.75,230.75,8156.75,10855.5,3449,7934.5,295.75,1658.5
2021-01-01 16:00:00,4766.5,1194.25,832.5,2146.25,43.75,231.0,8156,10875,3697,8347.5,2425.75,1671.5
2021-01-01 17:00:00,4862.25,1209.75,751.5,2923,0,231.0,8151,11001.5,4092.75,8388.75,2622.75,1655.25
2021-01-01 18:00:00,4872.75,1204.25,700.25,3571.75,0,231.0,8150.75,11000,4046.25,8464.75,2958.5,1641.5
2021-01-01 19:00:00,4878.75,1181.5,778.25,3930.75,0,231.0,8154.75,11001.25,4092,8478.75,1749.5,1626.5
2021-01-01 20:00:00,4827.25,1197.75,723.25,4202.25,0,231.0,8152.25,11020,3865.25,8412.25,969.5,1665.5
2021-01-01 21:00:00,4778.25,1223.5,642.25,4426.25,0,231.5,8148.75,10901.5,3541.5,8409.5,713,1679.25
2021-01-01 22:00:00,4732.25,1228,841,4695,0,229.0,8141,10797.75,3421,8102.75,1045.5,1659.75
2021-01-01 23:00:00,4682.5,1222.75,590,4619.5,0,229.0,8141.75,10892.25,3031.5,7247.5,222.25,1638.25
2021-01-02 00:00:00,4623.25,1192.25,424.5,4524.25,0,228.0,8093,11345.5,2870,6060.25,61.75,1658.75
2021-01-02 01:00:00,4594.75,1160.25,432.5,4348.25,0,228.0,8120.25,11564,2722.5,5649.75,41.75,1573.5
2021-01-02 02:00:00,4606.5,1172,562.25,4125.75,0,228.0,8100.5,11391.5,2552,5422.5,39.75,1578.25
2021-01-02 03:00:00,4613.25,1184.25,405.75,4100,0,229.0,8094.5,11186.75,2562.5,5423.75,28.5,1580.75
2021-01-02 04:00:00,4608.5,1166.75,317,4004,0,231.25,8131.5,11520.5,2612.25,5512.75,52.5,1587.5
2021-01-02 05:00:00,4612.5,1114,389,3611.75,0,232.25,8140.5,11974.75,2627,5641.75,263,1603.25
2021-01-02 06:00:00,4648.75,1150.75,507.25,3324,0,233.0,8129.75,12143.75,2925,5884.5,77.5,1614.25
2021-01-02 07:00:00,4703.25,1153.25,621,2989,0,232.5,8125,12329.5,3392,6344.5,126.25,1613.75
2021-01-02 08:00:00,4759.25,1183.5,452.25,2688.5,154.5,232.0,8053.5,12775,3502.5,7381.75,762.5,1613.75
2021-01-02 09:00:00,4803,1201.5,348.5,2283.5,982,232.0,8142.25,13050.25,3702.25,8280,1198,1612.25
2021-01-02 10:00:00,4836.75,1158.25,287.25,1736.5,2201.5,232.0,8152,13163,4051.75,8538.75,1224,1613
2021-01-02 11:00:00,4817.5,1162.5,277.25,1327.25,3310.25,232.0,8153.25,13179,4260,8592.5,657.25,1606.75
2021-01-02 12:00:00,4767.5,1152.25,298.75,1015.5,3726.25,232.0,8155.5,13170.25,4217.25,8524.5,847.5,1623.5
2021-01-02 13:00:00,4734.25,1139.5,264.75,918.5,3071.5,231.75,8155.75,13153.5,4242.75,8543,722.75,1613.5
2021-01-02 14:00:00,4751,1138.75,237,1100,1786.25,231.0,8154.25,13137.25,4315.5,8448,1258,1610
2021-01-02 15:00:00,4744,1122.25,384,1370.75,590.25,231.0,8153.75,13179,4205,8425.25,740,1606
2021-01-02 16:00:00,4813,1119,515.5,1727.5,23.25,231.75,8152.5,13326.25,4324.25,8484.75,2650,1606.75
2021-01-02 17:00:00,4881.25,1131,736.5,2129.75,0,232.0,8155.25,13332,4532.75,8547.75,4237,1608.5
2021-01-02 18:00:00,4889.75,1121.75,1099.25,2760.75,0,232.0,8150.25,13338.5,4617.25,8538.25,4107.75,1602
2021-01-02 19:00:00,4896,1126.25,1297.25,3275.25,0,231.0,8146.25,13350.75,4464.75,8620.25,2211.5,1601.25
2021-01-02 20:00:00,4840.25,1118.75,1413,3648,0,231.25,8145.5,13152.5,4493.75,8538,1651.5,1604.75
2021-01-02 21:00:00,4794.25,1143.75,1533.25,4125.25,0,232.0,8140.5,13043,4200.75,8451.25,506,1606.5
2021-01-02 22:00:00,4741.5,1152.75,1768.25,4845,0,232.75,8138,12794.25,3895.25,7901.75,420,1608.25
2021-01-02 23:00:00,4692.25,1119,2437.5,5594,0,233.0,8117,12125.75,3789,6680.5,366,1610.25
2021-01-03 00:00:00,4649.5,1146.75,2755.5,6523.5,0,233.0,7993.25,10841,4076,5233.5,111.25,1654.5
2021-01-03 01:00:00,4630.5,1122.75,2730.25,7462.75,0,233.0,7737.25,10128.5,3767,4614.25,105.75,1656.25
2021-01-03 02:00:00,4627.25,1122.5,3219.75,8309,0,233.0,7541.75,9411.25,3379.5,4507.75,46.75,1653
2021-01-03 03:00:00,4604.25,1125.25,3552.75,9067.5,0,233.5,7612.5,9009.25,2903.5,4485,91.5,1647.25
2021-01-03 04:00:00,4620,1152,3781,9886.25,0,233.75,7619.5,8104,2782,4483.25,135.5,1655.75
2021-01-03 05:00:00,4628.5,1154,4606.75,11049.75,0,233.0,7597.25,7775.5,2664.75,4513.75,126.25,1658.5
2021-01-03 06:00:00,4671,1161.75,4947.25,12260.5,0,232.25,7590,7210.25,3276.25,4543,72,1651.5
2021-01-03 07:00:00,4726,1161.5,4923.5,13425.75,0.25,232.0,7630.5,7586.25,3472.5,4663.5,226.25,1634
2021-01-03 08:00:00,4785.75,1151,5077.5,13800.75,84.5,232.0,7551,8628.5,3808.75,4762.25,480.75,1659.75
2021-01-03 09:00:00,4800.25,1145,5523,14124.75,306,232.0,7551,9475,3847.25,4940.25,501.25,1645.75
2021-01-03 10:00:00,4815.5,1134.5,6073.5,14328.5,885,231.5,7568.5,10294,3669.25,4999.75,294.5,1664.5
2021-01-03 11:00:00,4793,1138.75,5982.25,14911,1394,231.0,7565,11203,3500.5,5068.75,590.25,1671.25
2021-01-03 12:00:00,4752,1123,5765.75,15272,1531.75,232.0,7563.25,11253.25,3468.25,5275.75,1613.75,1663.75
2021-01-03 13:00:00,4729.25,1133.75,4935.5,15963.75,1310.5,232.0,7567.5,11484.75,3068.25,5067.75,359.5,1658.75
2021-01-03 14:00:00,4711.75,1139.75,4753.5,16642.75,821.25,232.0,7582,11136,3051.5,4887.5,992.75,1669.5
2021-01-03 15:00:00,4719,1138.25,4184,16817.5,315.75,232.0,7580.5,11472,2773.75,4927.5,443.5,1674.5
2021-01-03 16:00:00,4776.25,1154.5,4189.5,17275.25,17.75,232.0,7580.5,11459.75,3021.5,5102,2337.5,1671.5
2021-01-03 17:00:00,4846.75,1162.5,3995.75,17342.5,0,232.0,7590,11725.75,3422.5,5185.5,3648.75,1661.5
2021-01-03 18:00:00,4864,1148,3817.75,17269,0,232.0,7588.5,11464.75,3825.5,5297.5,3379.25,1663.25
2021-01-03 19:00:00,4844.75,1102.25,3560.5,17024,0,232.0,7590.75,11457,3968.5,5299,2203,1659.75
2021-01-03 20:00:00,4793.75,1100.25,3558.5,16634,0,232.0,7585.5,10797,3821,5535.5,1381,1654.5
2021-01-03 21:00:00,4725.25,1102.75,3557,15660.25,0,232.0,7584,10773.75,3610.75,5037.75,545.5,1663.75
2021-01-03 22:00:00,4696.5,1106,3550,14564,0,232.75,7586.5,10556.25,3617.25,4989,778.25,1658
2021-01-03 23:00:00,4647.5,1095,3553.5,14140.75,0,233.5,7587.25,9575.25,3882.25,4885,68.25,1651
2021-01-04 00:00:00,4609.5,1118,3550,13784,0,234.0,7591,9632.75,4102.25,4722.25,367,1687
2021-01-04 01:00:00,4580.5,1068.75,3552.75,13483.75,0,233.75,7583.5,10336.5,4181.25,4881.5,73.25,1661.75
2021-01-04 02:00:00,4588.5,1100.75,3548.25,13336,0,233.25,7529.75,11133.5,4005.5,4903.75,50.75,1658.75
2021-01-04 03:00:00,4575.75,1084.75,3553,13115.25,0,233.0,7567.5,11066.5,4181.25,5151,45.5,1648.25
2021-01-04 04:00:00,4556.5,1105.5,3555.75,12859,0,233.0,7572,10691,4554.5,5292.75,70.25,1650.25
2021-01-04 05:00:00,4563.75,1097.5,3543.75,12545,0,232.5,7576,10562.5,5145,6071,203.25,1632.25
2021-01-04 06:00:00,4605.75,1100.5,3627.75,12523.5,0,232.0,7576.25,12088.5,6509.75,7557,901.5,1617
2021-01-04 07:00:00,4679,1092.75,4231.25,11839.5,0.25,230.75,7568.75,13375.75,7228.5,9242.5,1196.5,1612.75
2021-01-04 08:00:00,4791.75,1171.25,5230,11097.25,99.75,226.5,7586,13559.25,7689,9904.75,2308.25,1630
2021-01-04 09:00:00,4795.75,1188.5,5397.25,10648.5,288.25,228.5,7590.5,14034,7670.5,10137.75,2238.75,1620.75
2021-01-04 10:00:00,4778.5,1177,5832.25,10276.5,742.75,232.0,7584.75,14467,7833.25,10462,3637.25,1618
2021-01-04 11:00:00,4764,1271.5,5783.25,10345,1084,232.0,7565.5,14792.25,7873,10632.75,2397.25,1655
2021-01-04 12:00:00,4721.75,1456.5,5702.5,10428.25,1197.25,232.0,7565.5,14272.5,7750.25,10707.75,4620.25,1681
2021-01-04 13:00:00,4698.5,1297,5497.25,10501,1042.25,232.0,7563.5,14369.75,7978.25,10647.5,2050.25,1633.5
2021-01-04 14:00:00,4661.75,1288.75,5728,10632.25,685.75,232.5,7562,14404.5,7728.25,11098.5,1735.5,1623.75
2021-01-04 15:00:00,4656.5,1194.25,5760.5,10743.75,222.25,233.0,7560,14827.25,7884.75,11103.5,1829.75,1618
2021-01-04 16:00:00,4764.5,1391,5761,10800.5,8.5,233.0,7559.25,15101.5,8216,11089.25,2098.75,1608
2021-01-04 17:00:00,4808.25,1417,5862.25,10725.75,0,233.0,7563.5,15261.75,8420.75,10850,2470.5,1613.75
2021-01-04 18:00:00,4844.75,1344,5867.5,10600.75,0,233.0,7564,15514.5,8288,10726.5,3040.75,1612.25
2021-01-04 19:00:00,4833.5,1244.5,5833,10470.75,0,233.0,7566.25,15544,8125.75,10654,1293,1606.5
2021-01-04 20:00:00,4726.5,1265.75,5889.5,10119.75,0,233.0,7566.25,15546.75,8130.5,10439.75,1447.25,1630
2021-01-04 21:00:00,4677.75,1203,5940.75,9587.75,0,233.25,7563,15320.25,7819.5,10004.25,402.25,1622
2021-01-04 22:00:00,4666,1271.25,5952,9112.25,0,234.5,7563.5,15160.75,7554.5,9587.25,991.25,1616.75
2021-01-04 23:00:00,4629.5,1245,6014,9077.25,0,233.0,7563.75,14997.75,7340,8850.75,306,1601.5
2021-01-05 00:00:00,4571.5,1277.5,6011.5,9101.5,0,230.25,7574.25,14193.75,6198.75,6842,74.25,1581.75
2021-01-05 01:00:00,4556,1280.25,5800,9078,0,230.0,7649.5,14085.25,5659.25,6915.25,0,1585.25
2021-01-05 02:00:00,4560,1306.75,5378.25,9173.75,0,230.5,7682.75,14074.75,5517.25,6658.75,152.5,1577
2021-01-05 03:00:00,4546.5,1273.75,5377.25,9194.5,0,232.75,7714.75,14169,5599.5,6850.25,18,1576
2021-01-05 04:00:00,4554.5,1268,5363.75,9148,0,233.0,7758,14139,5884,6996.75,1,1584.75
2021-01-05 05:00:00,4596,1240.5,5369.75,9085.75,0,232.0,7800.25,14566.25,6591.5,7881,17,1599.25
2021-01-05 06:00:00,4632.5,1255.25,5364.75,9369.5,0,233.25,7656.5,14981,7668.25,9159.25,489.5,1636.5
2021-01-05 07:00:00,4728.75,1242.75,5355.25,9097.5,0.25,233.0,7784.25,14952.5,8722.75,10341.75,1256.75,1629
2021-01-05 08:00:00,4810,1234.25,5619,8861,98,233.25,7791.75,15016.75,9341.75,10796.25,2478.75,1607
2021-01-05 09:00:00,4775.25,1210.5,5843.75,8653,351.5,233.5,7849.75,15132.75,9663.5,10724,2664.5,1611.5
2021-01-05 10:00:00,4749,1345,6309.25,8688,815.5,233.5,7854.5,15177.75,9550.25,10750,3584.75,1616.25
2021-01-05 11:00:00,4736.5,1470,6317.5,8533.75,1209,234.0,7864,15205,9763.5,10785,3510.25,1653
2021-01-05 12:00:00,4717.75,1534.25,6286.5,8772.75,1334.25,233.75,7857.25,15203,9766.75,10889.25,3766.75,1660
2021-01-05 13:00:00,4697,1459.75,6226.5,9164.5,1163.5,233.5,7856.25,15217.75,9790,10911.75,1642,1662
2021-01-05 14:00:00,4694,1527,6147.25,9832.75,729.75,234.0,7859,15174.25,9829.5,11173.5,1705.75,1660
2021-01-05 15:00:00,4726.25,1415.75,6152,10011,257,233.75,7853,15090,9855,11293.75,2915.75,1659.75
2021-01-05 16:00:00,4801.5,1492,6107,10096.5,11.75,234.0,7853.5,14808.5,9786.25,11571.25,3346.75,1655.75
2021-01-05 17:00:00,4844.5,1405.75,6107.5,10281.25,0,234.0,7851.75,14809.25,9751,11652.75,3951.75,1655.75
2021-01-05 18:00:00,4850,1320.5,6067.75,10170,0,234.0,7851,14775.75,9725.5,11604.5,1967,1664.75
2021-01-05 19:00:00,4834,1317.25,5938.25,10143.5,0,229.0,7856.25,14587.75,9755,11105.5,676,1643
2021-01-05 20:00:00,4741.25,1302.75,6024.5,9894.25,0,228.0,7850.5,14424.25,9302.5,10921.25,538.75,1656
2021-01-05 21:00:00,4695.25,1300.25,5859.75,9959,0,228.25,7852.5,14111.75,8965.5,9941.5,300.25,1656.5
2021-01-05 22:00:00,4446.5,1287.5,5523.25,10005.5,0,229.25,7853.75,13743.75,8390,9627.5,275.25,1654.75
2021-01-05 23:00:00,4309.5,1280.25,5353,10108.5,0,227.0,7857.5,13219.75,7196,9153,176.75,1645.75
2021-01-06 00:00:00,4261.25,1291,5152.5,9810,0,224.0,7932.5,12549,6244.5,8285.5,107.5,1644.5
2021-01-06 01:00:00,4254,1267.75,4979.25,9557.5,0,224.0,8040.75,12304.75,6078,8189.5,63.75,1645.75
2021-01-06 02:00:00,4451,1277.75,4817.75,9305.75,0,222.25,8099.25,12145.25,6305.25,7985,20.5,1639.75
2021-01-06 03:00:00,4569.25,1294.5,4749.75,8993.25,0,219.0,8102,12112,6399,7898.5,1,1631.25
2021-01-06 04:00:00,4555.75,1352,4750,8229.5,0,219.5,8026.25,12531.5,6471.25,8031.5,37,1640.75
2021-01-06 05:00:00,4594.25,1274.25,4480,7593.75,0,220.0,8017.25,13183.75,6448,8448.75,336.25,1663.75
2021-01-06 06:00:00,4632,1271,4808.25,6994.5,0,220.25,8041.5,13893.5,7517.25,9099.25,412.5,1639
2021-01-06 07:00:00,4709,1294.5,4703.75,6355.75,0.25,221.75,8121.75,14289.75,8249,10015.25,367.25,1651.75
2021-01-06 08:00:00,4804.5,1277.5,4747.75,6005.25,98.25,223.25,8145.25,14713.75,9716,10656.75,523.25,1655.25
2021-01-06 09:00:00,4798.25,1316,4296.25,5514,377,223.0,8146,15073.75,10074.5,10719,1716.25,1645.5
2021-01-06 10:00:00,4761.75,1298,3894.75,4632.25,938.5,224.0,8147.75,15148.75,10594.25,10931.25,2275.5,1644.5
2021-01-06 11:00:00,4716.75,1318.75,3660,4041.5,1394,224.0,8149.25,15165.5,11154.25,11213.75,2022.5,1630.75
2021-01-06 12:00:00,4678,1280.5,3789,3873.75,1567.25,223.5,8149.5,15112.25,11438.25,11052,1099.5,1659
2021-01-06 13:00:00,4667.25,1235.25,3537.25,3868.5,1402.25,226.75,8156.5,15122.5,11579.5,10954,472,1663.5
2021-01-06 14:00:00,4663.5,1234.5,3215.75,4130.25,955,227.0,8150.75,15124.5,11456,11135.25,445.5,1657.5
2021-01-06 15:00:00,4717,1232,3009.5,4221.5,371,226.75,8154,15110.25,11649.5,11179,704.75,1636.5
2021-01-06 16:00:00,4786.75,1334,3113.25,4332.5,24.5,227.0,8160.5,14978,11686.75,11215.75,3276.75,1631.25
2021-01-06 17:00:00,4823.5,1320.5,3179.5,4445.25,0,227.25,8162.5,14765.5,11841,11227.25,2906.75,1612.5
2021-01-06 18:00:00,4858.5,1343.25,2897.25,4487.5,0,227.0,8163,14791.25,11689.75,11205.25,1323.5,1626
2021-01-06 19:00:00,4852.5,1283,2455.25,4381.75,0,227.75,8162.5,14866,11665.5,11164.25,1058,1657.5
2021-01-06 20:00:00,4769.5,1309.75,2148,4299.25,0,228.0,8162.5,14889.25,11542.5,11000,631,1651.75
2021-01-06 21:00:00,4705.5,1251.25,2016,4468.75,0,228.0,8160.5,14911,11044.75,10807.25,436.75,1652.75
2021-01-06 22:00:00,4669.25,1236,1860.75,4725.5,0,225.25,8159.25,14689.5,10314.25,10542.25,338.5,1657.5
2021-01-06 23:00:00,4640.5,1226.5,1695.25,4772.25,0,225.5,8155.25,14617.25,9215.75,9632.5,242.5,1654
2021-01-07 00:00:00,4586.25,1239,1334.75,4768.5,0,226.0,8150,14576.5,7880.25,9236.25,75,1688.75
2021-01-07 01:00:00,4555.25,1219.75,1108.5,4983.75,0,225.5,8151.75,14222.75,7657,9345,52,1662.75
2021-01-07 02:00:00,4569.75,1239.25,1096.25,4991.75,0,225.5,8157.75,13656,7616.25,9213.75,42,1675.25
2021-01-07 03:00:00,4582.5,1224.25,1166.25,5140.25,0,225.0,8156.75,13511.25,7638.5,8822.5,20.25,1662.5
2021-01-07 04:00:00,4593.75,1236,1199,5251.5,0,225.0,8154.5,13749.5,7864.25,8895.25,24.75,1670
2021-01-07 05:00:00,4635.25,1326.25,1222.75,5276,0,224.25,8162,14014.25,9132.75,10080.5,53.5,1678.25
2021-01-07 06:00:00,4687.25,1393.25,1168.5,5222,0,224.75,8163.25,14542,11345,10999,559.25,1679.25
2021-01-07 07:00:00,4783.25,1423,1136.75,4956.25,0.5,226.5,8169,14890.5,11973.5,11796,1829.75,1687
2021-01-07 08:00:00,4861,1388,1201,4767,111,226.5,8167.25,15264,12083.75,12285.75,3376,1673.75
2021-01-07 09:00:00,4833,1404.25,1162.75,4742,339.75,227.0,8160.25,15336.25,12077.25,12254.75,3429.25,1667
2021-01-07 10:00:00,4809.5,1434.25,936.5,4853,923.5,227.5,8163,15368.75,12071.25,12219.5,3618,1671.25
2021-01-07 11:00:00,4782.25,1441.25,855.25,4862.5,1547,227.5,8163,15376,12125.75,12193.25,3827.25,1678.5
2021-01-07 12:00:00,4745.25,1484.25,772,4812,1819.75,227.0,8162.75,15353.25,12144.75,12151.25,2996.5,1681
2021-01-07 13:00:00,4710,1469.75,764.5,4667.25,1637.25,227.0,8165.25,15362,12230.5,12081.5,2057.75,1669.5
2021-01-07 14:00:00,4705.5,1405.5,727.75,4293.25,1132,227.25,8165,15352.75,12100,11870.25,1854.75,1677.5
2021-01-07 15:00:00,4728,1395.25,771.5,4068.5,464,227.0,8167.75,15340.5,12094.75,12118,1770.25,1662
2021-01-07 16:00:00,4801.5,1543,838,4407.5,34.75,227.0,8169.75,15295.25,12094,12129.75,2541,1663.75
2021-01-07 17:00:00,4866.75,1555,888.5,4838.75,0,227.75,8179.25,15306.5,12237.25,11943.25,4368,1687
2021-01-07 18:00:00,4876,1490.5,1063.5,5428.75,0,227.25,8173.75,15311.5,12253.25,11531,3288,1688.75
2021-01-07 19:00:00,4851,1505,1028,5669.25,0,227.25,8171.75,15292.75,12191.5,11358,2587.5,1696.5
2021-01-07 20:00:00,4764.5,1366.25,937.25,5655.5,0,227.25,8166,15254.75,11575.5,11092.5,829.5,1707.25
2021-01-07 21:00:00,4694.75,1369.25,890,5530.75,0,228.75,8161,15154.75,11001.25,10678.75,311.5,1698
2021-01-07 22:00:00,4658.75,1374.25,797.25,5426.25,0,227.5,8155.5,15060.5,10755.5,10572,244.25,1683.25
2021-01-07 23:00:00,4635.25,1368.25,845.5,5436.25,0,227.25,8151.25,14847.25,10131.25,10543,76.5,1680.5
2021-01-08 00:00:00,4573.25,1347.5,855,5452.25,0,227.0,8144,14359.5,9054.75,10494.5,24.25,1658.25
2021-01-08 01:00:00,4551,1356,812.75,5249,0,224.75,8153.25,14110.25,8181.75,10506.75,52.5,1648.5
2021-01-08 02:00:00,4555.75,1350,862.25,5053.75,0,221.5,8154.5,14076.5,7837.5,10505.25,50.5,1631
2021-01-08 03:00:00,4534.25,1372,910.5,5034.75,0,221.25,8145,13858.75,7953.75,10480.5,52.5,1617.5
2021-01-08 04:00:00,4532.5,1422.5,843.5,5025.5,0,223.25,8155.25,13812.5,8419,10119.25,51.25,1616
2021-01-08 05:00:00,4577.5,1360.5,821,4918,0,226.5,8163.5,14101,9912.5,10456.75,20.5,1652.75
2021-01-08 06:00:00,4638.25,1335.75,837,4754.25,0,227.0,8149.5,14618.75,11341.5,11625,280,1676.75
2021-01-08 07:00:00,4750.75,1377,1048.25,4589.5,0.5,227.25,8150.5,14896,11817.5,11973.25,1160.75,1668.5
2021-01-08 08:00:00,4843,1418.5,1112,4343.5,93.5,226.75,8161.5,15229.5,12097.75,12614.25,2400.5,1687.75
2021-01-08 09:00:00,4829.75,1476.75,1026.75,3948,465.75,226.75,8162.5,15265.25,12201.5,12831.25,4384,1682.75
2021-01-08 10:00:00,4803.25,1439,1129,3580.25,1194.75,227.0,8160.75,15292.25,12178.25,12828.25,4328.5,1679.25
2021-01-08 11:00:00,4769,1472.25,1067.5,3416.25,1786,226.25,8156.25,15278,11737.75,12856.5,4091,1681.75
2021-01-08 12:00:00,4756,1477,957.25,3328.25,1967.25,228.0,8153.5,15276.25,11717.25,12884,2381.25,1671.75
2021-01-08 13:00:00,4739.5,1374,918,3249.25,1786.25,228.0,8153.25,15294.5,11757.75,12721.5,1700.25,1685.25
2021-01-08 14:00:00,4726,1292.25,1022,3103.75,1235,227.25,8153.5,15273.25,11716.75,12540.5,1606.75,1683.5
2021-01-08 15:00:00,4789,1414,1104,3115,528,227.25,8154.25,15250.25,11684.5,12510.5,2534.5,1675
2021-01-08 16:00:00,4851.75,1365.25,1185.25,3323,51.25,227.75,8150.75,15259.75,11696.25,12904.5,3307.75,1664.5
2021-01-08 17:00:00,4871.75,1464,1259.25,3825.75,0,228.0,8149.75,15292.25,11646.75,12946,4225.5,1657.25
2021-01-08 18:00:00,4852.75,1339.75,1086.5,4160.75,0,228.0,8150.75,15285,11736.5,12952.5,2761.25,1684.25
2021-01-08 19:00:00,4829.75,1351.25,858.25,4198.25,0,228.0,8151.5,15264,11710.25,12971.25,1675,1677.5
2021-01-08 20:00:00,4761.75,1337.25,624.5,4136.5,0,228.0,8155,14941.25,11426.25,12187.75,884.25,1667.75
2021-01-08 21:00:00,4715.75,1357.25,693.25,4067,0,227.75,8159.25,14625.25,11101.5,11606.75,420.25,1661.25
2021-01-08 22:00:00,4683.5,1379.25,651.25,3919.75,0,228.25,8161.25,14554.25,11083,11097,442.75,1676.25
2021-01-08 23:00:00,4653.25,1383.75,647.75,3856.25,0,226.5,8152,14049.25,9493,10693.25,327,1674
2021-01-09 00:00:00,4604.25,1355.25,564.75,3780,0,226.0,8135.5,13814.5,8306.25,9584.25,900,1672.75
2021-01-09 01:00:00,4595.75,1337.5,529,3709.75,0,223.0,8142.75,13509.5,8129.25,9448.25,691.75,1665.5
2021-01-09 02:00:00,4588.75,1321.25,449.25,3728,0,222.25,8142.5,13446.5,8235,9401,578.25,1667.5
2021-01-09 03:00:00,4577.75,1298.5,389,3760.25,0,222.5,8138.75,13373,8426.75,9433.5,245,1668.25
2021-01-09 04:00:00,4569,1285.5,340,3776.25,0,222.5,8152.25,13454.25,8342,9447.25,208,1674.5
2021-01-09 05:00:00,4573.25,1270.5,385.75,3663.5,0,223.0,8149,13760.75,8186.75,9384.25,134.5,1676
2021-01-09 06:00:00,4615.25,1287.5,237.25,3586,0,225.0,8147,14121.75,8296.25,9455.25,203.5,1677.5
2021-01-09 07:00:00,4700.25,1239.75,241,3225.5,0.5,225.0,8152.5,14505.25,9351.5,9705,435.25,1677.25
2021-01-09 08:00:00,4765.75,1236.75,347,2886,120.5,224.5,8159.75,14899.75,10278.5,10478.75,398.5,1674.5
2021-01-09 09:00:00,4793,1211.75,366.5,2529.75,702.5,224.0,8153.25,15139,10522,10494.25,550.5,1669.25
2021-01-09 10:00:00,4806.25,1217,351.25,2120,1890.25,224.0,8163.5,15187.75,10593.5,10502.25,1131,1660
2021-01-09 11:00:00,4798.25,1201.25,254.75,1787.5,2987.75,224.0,8155,15253,10618.25,10468,1214,1671.5
2021-01-09 12:00:00,4750.5,1214.25,234.75,1599.75,3413.25,224.0,8154,15276,10663,10486,694.25,1675.75
2021-01-09 13:00:00,4718.5,1219.25,173.5,1641.75,3049,224.75,8160.25,15306.25,10587,10503.75,496.5,1635.5
2021-01-09 14:00:00,4717,1248.75,159.75,1564,2149.5,226.75,8159.75,15293.75,10550.25,10477.25,708.75,1629.25
2021-01-09 15:00:00,4738,1254.75,123.25,1534,921.25,227.25,8164,15309,10680,10596,2081.5,1674.75
2021-01-09 16:00:00,4803.5,1325,145.5,1527,89.75,227.25,8168.25,15271.75,10819.75,10592.75,2804,1672.25
2021-01-09 17:00:00,4856,1428.25,155.25,1589,0,227.0,8142.25,15215.25,10857,10562.25,5379.5,1661.75
2021-01-09 18:00:00,4859.25,1316.25,187.5,1698.75,0,227.0,8134.5,14920.75,10954,10623.5,4100.5,1671.5
2021-01-09 19:00:00,4828.75,1289.5,201.25,1619.5,0,227.0,8132.25,14773.5,11265,10676.25,2427,1666.75
2021-01-09 20:00:00,4787.25,1260.75,234.5,1662.25,0,227.5,8021.5,14601,10964.75,10721.25,964.5,1668
2021-01-09 21:00:00,4745.75,1232.5,282.5,1692.75,0,226.25,7813.75,14445.75,10207,10786.75,738.75,1659.75
2021-01-09 22:00:00,4701.25,1252.25,553.25,1556.25,0,225.25,7671.75,13806.5,9975,10689.25,872.75,1656.25
2021-01-09 23:00:00,4661,1271.25,826.75,1555.75,0,226.0,7572.25,13440.75,9002,10474.5,343.25,1661
2021-01-10 00:00:00,4601.5,1271.25,1287.75,1701.5,0,223.25,7668,13586.5,7774.5,9134,245.25,1627
