date_id,CO₂-Emissionsfaktor des Strommix
2023-05-01 00:00:00,478.13
2023-05-01 01:00:00,449.25
2023-05-01 02:00:00,430.79
2023-05-01 03:00:00,420.58
2023-05-01 04:00:00,407.46
2023-05-01 05:00:00,409.84
2023-05-01 06:00:00,398.06
2023-05-01 07:00:00,366.28
2023-05-01 08:00:00,338.66
2023-05-01 09:00:00,297.69
